record_id,trial_id,channel,hard_ok,clip_samples_in_support,flat_samples_in_support,ptp,jump,baseline_scale,drift_abs,rejection_reasons
VisualCogA_Task-1,VisualCogA_Ta:035,Fz,True,0,0,314.9767299916076,24.99427786678882,20.179739070725493,136.88868543526354,
VisualCogA_Task-1,VisualCogA_Ta:035,F3,False,306,303,,,,,clip_or_out_of_range|flat_run
VisualCogA_Task-1,VisualCogA_Ta:035,F4,False,302,299,,,,,clip_or_out_of_range|flat_run
VisualCogA_Task-1,VisualCogA_Ta:036,Fz,True,0,0,189.97482261387063,118.53208209353772,31.129283588921837,41.36720836194411,
VisualCogA_Task-1,VisualCogA_Ta:036,F3,True,0,0,357.3052567330434,219.15007248035397,46.82966353856709,180.0717174029145,
VisualCogA_Task-1,VisualCogA_Ta:036,F4,True,0,0,288.1513694972152,139.0707255664911,34.34175326161589,189.31868467231254,
VisualCogA_Task-1,VisualCogA_Ta:037,Fz,True,0,0,46.81467917906457,20.386053253986347,9.049210345616814,11.886778057526499,
VisualCogA_Task-1,VisualCogA_Ta:037,F3,True,0,0,153.38368810559223,27.313649195086555,10.451837949187503,36.74372472724497,
VisualCogA_Task-1,VisualCogA_Ta:037,F4,True,0,0,85.14534218356596,21.271076523994793,9.863639276722326,96.94056610971239,
VisualCogA_Task-1,VisualCogA_Ta:038,Fz,True,0,0,225.25368123903263,22.339208056763482,7.556090638590123,26.794842450598935,
VisualCogA_Task-1,VisualCogA_Ta:038,F3,False,334,333,,,,,clip_or_out_of_range|flat_run
VisualCogA_Task-1,VisualCogA_Ta:038,F4,False,376,376,,,,,clip_or_out_of_range|flat_run
VisualCogA_Task-1,VisualCogA_Ta:039,Fz,True,0,0,181.27718013275353,22.156099794003126,9.59216296635399,98.25284199282822,
VisualCogA_Task-1,VisualCogA_Ta:039,F3,False,271,268,,,,,clip_or_out_of_range|flat_run
